TARA_23	TARA_25	TARA_26	TARA_78	TARA_80
2451770	0.846153846153846	0.933333333333333	0.846153846153846	0.6	0.648148148148148
4168174	0	0	0.25	0.133333333333333	0.229508196721311
5569164	0	0.166666666666667	0.0833333333333333	0	0.267857142857143
5781989	0	0	0	0.0714285714285714	0.189655172413793
6588596	0.777777777777778	0.857142857142857	0.75	1	0.766233766233766
6367497	0.529411764705882	0.823529411764706	0.916666666666667	0.416666666666667	0.623376623376623
1451279	0	0	0	0.153846153846154	0.21875
4355049	1	1	1	1	0.815789473684211
885992	0	0.0588235294117647	0.133333333333333	0.142857142857143	0.109375
4130577	1	1	1	1	0.828571428571429
556006	0	0.2	0.333333333333333	0.222222222222222	0.353846153846154
2488971	0.923076923076923	0.909090909090909	1	0.7	0.72
5300800	0	0	0	0.25	0.166666666666667
3321547_1	0.1	0.0909090909090909	0.0909090909090909	0.166666666666667	0.338709677419355
3321547_2	0.1	0.0909090909090909	0.0909090909090909	0.166666666666667	0.338709677419355
2260347	1	0.888888888888889	1	0.785714285714286	0.76
3904984	1	0.545454545454545	0.583333333333333	0.533333333333333	0.583333333333333
3701531	0.166666666666667	0.2	0.1	0.2	0.295774647887324
6513797	0.555555555555556	0.631578947368421	0.545454545454545	1	0.789473684210526
105202	1	1	1	0.692307692307692	0.825581395348837
5679063	0.444444444444444	0.142857142857143	0.0833333333333333	0.461538461538462	0.307692307692308
5775539	0	0	0	0.133333333333333	0.218390804597701
2405821	0.647058823529412	0.235294117647059	0.230769230769231	0.285714285714286	0.277777777777778
645888	1	0.769230769230769	1	1	0.795918367346939
4667537	0.647058823529412	0.769230769230769	0.533333333333333	0.909090909090909	0.743243243243243
3537730	1	0.785714285714286	0.916666666666667	0.75	0.78125
6611936	0.0769230769230769	0.125	0	0.181818181818182	0.298245614035088
2150160	0	0.125	0	0.153846153846154	0.272727272727273
2864538	0.454545454545455	0.25	0.1	0.538461538461538	0.39344262295082
2675843	0.857142857142857	0.777777777777778	0.6875	0.411764705882353	0.776470588235294
5786622	1	0.882352941176471	0.846153846153846	0.666666666666667	0.771929824561403
2413114	0	0.117647058823529	0.166666666666667	0.444444444444444	0.135135135135135
1876107	1	0.944444444444444	1	0.6875	0.805555555555556
1348052	1	1	1	1	0.826666666666667
3474638	0	0	0	0.142857142857143	0.205128205128205
332677	0.272727272727273	0.307692307692308	0.166666666666667	0.0909090909090909	0.289473684210526
3427341	0	0.315789473684211	0.0909090909090909	0.153846153846154	0.228571428571429
1926211	0	0.133333333333333	0	0.352941176470588	0.23943661971831
1624770	0.8	0.625	0.615384615384615	0.866666666666667	0.830985915492958
5966980	0	0	0	0	0.154929577464789
3717577	0.8125	0.833333333333333	1	0.888888888888889	0.692307692307692
3269846	1	1	1	0.823529411764706	0.791666666666667
6032195	1	1	1	0.9	0.826086956521739
5137233_1	1	0.80952380952381	1	1	0.870967741935484
5137233_2	1	0.80952380952381	1	1	0.870967741935484
6114622	1	1	1	1	0.828947368421053
1102699	0.533333333333333	0.538461538461538	0.357142857142857	0.4	0.5
1932126_1	0	0.0526315789473684	0.0833333333333333	0.357142857142857	0.120481927710843
1932126_2	0	0.0526315789473684	0.0833333333333333	0.357142857142857	0.120481927710843
2895467	1	0.785714285714286	1	0.75	0.745454545454545
1371298	1	1	1	0.727272727272727	0.868421052631579
2199683	1	1	1	0.866666666666667	0.807692307692308
609201_1	0.625	0.6875	0.846153846153846	0.421052631578947	0.626506024096386
609201_2	0.625	0.6875	0.846153846153846	0.421052631578947	0.626506024096386
2511656	0	0	0	0.133333333333333	0.20253164556962
3759352	1	1	1	0.9	0.833333333333333
5373529	0.375	0.0625	0	0.2	0.197183098591549
416928	1	0.933333333333333	0.846153846153846	0.777777777777778	0.723076923076923
5666166_1	0.615384615384615	0.857142857142857	0.9	0.7	0.666666666666667
5666166_2	0.615384615384615	0.857142857142857	0.9	0.7	0.666666666666667
1264895	1	0.888888888888889	0.928571428571429	0.769230769230769	0.730769230769231
3822482	1	0.947368421052632	1	1	0.8125
126848	1	1	1	1	0.838235294117647
4023117	0.692307692307692	0.684210526315789	0.866666666666667	0.6	0.653846153846154
6271510	0.2	0.4375	0.1	0.153846153846154	0.333333333333333
5166780	0.307692307692308	0.111111111111111	0.272727272727273	0.214285714285714	0.355263157894737
597797	0	0	0	0	0.153846153846154
2478003	0.8125	0.8125	0.846153846153846	0.6875	0.829268292682927
4629227	0.0909090909090909	0.294117647058824	0.214285714285714	0.4	0.22
3781693	0.555555555555556	0.684210526315789	0.5	0.272727272727273	0.423076923076923
2221592	0.533333333333333	0.785714285714286	0.7	0.571428571428571	0.584905660377358
249984	0.5	0.785714285714286	0.733333333333333	0.9	0.826666666666667
5689824	0	0	0	0	0.153846153846154
4522327	0.0909090909090909	0.3	0.545454545454545	0.133333333333333	0.231884057971014
2475347	1	1	0.928571428571429	0.846153846153846	0.807692307692308
313657	0.125	0.125	0.384615384615385	0.0909090909090909	0.323943661971831
1769237	0	0	0	0.0909090909090909	0.186666666666667
1700694	0.933333333333333	1	1	0.705882352941177	0.879518072289157
2451312	0.833333333333333	0.583333333333333	0.777777777777778	0.75	0.630434782608696
913706	0.533333333333333	0.8125	0.555555555555556	0.529411764705882	0.527777777777778
1418963_1	1	1	1	0.9	0.826086956521739
1418963_2	1	1	1	0.9	0.826086956521739
6263952	0	0	0	0	0.151898734177215
4028620	0.454545454545455	0.235294117647059	0.2	0.3125	0.454545454545455
6359195	1	0.588235294117647	0.9375	0.8125	0.825581395348837
1874476	0	0	0	0.111111111111111	0.19047619047619
4519528_1	0.928571428571429	0.857142857142857	1	0.866666666666667	0.819277108433735
4519528_2	0.928571428571429	0.857142857142857	1	0.866666666666667	0.819277108433735
2862181	0.545454545454545	0.214285714285714	0.222222222222222	0.375	0.307692307692308
6567624	0.909090909090909	1	0.9	0.647058823529412	0.849315068493151
1585731_1	1	1	1	0.9	0.842105263157895
1585731_2	1	1	1	0.9	0.842105263157895
1512287	1	1	1	0.789473684210526	0.784615384615385
5246547_1	0	0.266666666666667	0.25	0.466666666666667	0.32
5246547_2	0	0.266666666666667	0.25	0.466666666666667	0.32
3112350	0	0.0714285714285714	0	0.153846153846154	0.231884057971014
4127488	1	1	1	0.888888888888889	0.843137254901961
6324040	0.0833333333333333	0.157894736842105	0.0769230769230769	0.388888888888889	0.128571428571429
5395275	0	0	0	0.111111111111111	0.175675675675676
4584815	0	0	0.0666666666666667	0	0.1
1430194	0	0	0.166666666666667	0	0.176470588235294
4612410	0.692307692307692	0.3	0.555555555555556	0.266666666666667	0.329113924050633
949938	0.1875	0.3125	0.153846153846154	0	0.280487804878049
1574075	0.461538461538462	0.909090909090909	0.7	0.692307692307692	0.703703703703704
5818328	1	1	1	0.833333333333333	0.840579710144927
1608626	0.142857142857143	0.0833333333333333	0	0.1	0.26
1895136	0	0	0	0	0.136363636363636
2365436	0	0.125	0	0.0833333333333333	0.236363636363636
1300328	0	0.0625	0	0	0.175675675675676
1273084	0	0	0	0	0.146666666666667
3032914	0	0	0	0.222222222222222	0.136363636363636
4061298	0	0	0	0.0666666666666667	0.172413793103448
3918060	0	0	0	0.117647058823529	0.193548387096774
763406	0.75	1	1	0.75	0.848101265822785
3289122	1	0.95	1	0.733333333333333	0.842857142857143
454290_1	0.705882352941177	1	1	0.769230769230769	0.811320754716981
454290_2	0.705882352941177	1	1	0.769230769230769	0.811320754716981
5541292	0.0588235294117647	0.157894736842105	0.111111111111111	0.428571428571429	0.216666666666667
1045194	0.75	0.705882352941177	0.916666666666667	0.5	0.618181818181818
4546856	0.714285714285714	0.882352941176471	0.785714285714286	0.666666666666667	0.69620253164557
4635485	1	1	0.923076923076923	0.9	0.814814814814815
4828938	0	0.181818181818182	0.333333333333333	0.0833333333333333	0.240740740740741
6163869	0.8	1	1	0.736842105263158	0.865384615384615
1477985	1	1	1	0.769230769230769	0.914285714285714
1307876	0	0	0	0.0588235294117647	0.150943396226415
1461596	0.8125	0.833333333333333	0.555555555555556	0.533333333333333	0.7
1857129	0	0	0	0	0.136986301369863
4264286	0.733333333333333	0.9375	0.75	0.888888888888889	0.818181818181818
1497284	1	0.882352941176471	0.866666666666667	0.764705882352941	0.710144927536232
5871830	1	1	1	1	0.864864864864865
4664181	0	0	0	0.0769230769230769	0.169014084507042
2883632	0.928571428571429	1	1	0.722222222222222	0.875
2619363	0	0.181818181818182	0	0.0625	0.189655172413793
265222	0.6	0.615384615384615	1	0.823529411764706	0.780821917808219
6464764	0.4375	0.142857142857143	0.357142857142857	0.166666666666667	0.232876712328767
4202113	0	0.285714285714286	0.357142857142857	0.384615384615385	0.233766233766234
5554489	0.636363636363636	0.538461538461538	0.846153846153846	0.533333333333333	0.607594936708861
393916	0.909090909090909	1	1	0.846153846153846	0.792207792207792
5123201	1	1	1	1	0.864864864864865
4001422	1	0.875	1	0.866666666666667	0.770491803278688
2150739	0	0.0588235294117647	0	0.111111111111111	0.181818181818182
5321405	0.0833333333333333	0	0	0.222222222222222	0.191176470588235
1439879	0	0	0	0	0.123287671232877
865337	0	0	0.133333333333333	0.0555555555555556	0.0972222222222222
375577	1	1	1	1	0.853333333333333
3309917	0.416666666666667	0.526315789473684	0.75	0.764705882352941	0.714285714285714
4227092_1	0.0714285714285714	0.05	0.153846153846154	0.125	0.146666666666667
4227092_2	0.0714285714285714	0.05	0.153846153846154	0.125	0.146666666666667
2977098	0	0	0	0.153846153846154	0.166666666666667
1111542	0	0	0	0	0.11864406779661
912482_1	0	0.0555555555555556	0	0	0.153846153846154
912482_2	0	0.0555555555555556	0	0	0.153846153846154
2072337	0.928571428571429	0.882352941176471	0.923076923076923	0.733333333333333	0.815789473684211
2824234	1	1	1	0.888888888888889	0.840579710144927
985060	0	0	0	0.133333333333333	0.1625
2112578	1	1	1	0.882352941176471	0.82258064516129
1013295	0.727272727272727	0.888888888888889	1	0.733333333333333	0.756756756756757
1864197	1	0.947368421052632	0.818181818181818	0.8	0.768292682926829
2834101	1	1	1	0.818181818181818	0.830985915492958
4789804	0	0	0	0.0666666666666667	0.153846153846154
5154796	0	0	0	0.0526315789473684	0.15
6601666	0.769230769230769	0.916666666666667	0.8	1	0.714285714285714
661962_1	0.0909090909090909	0.157894736842105	0.181818181818182	0.4	0.153846153846154
661962_2	0.0909090909090909	0.157894736842105	0.181818181818182	0.4	0.153846153846154
3692791	0.866666666666667	1	1	0.9375	0.857142857142857
619508	1	1	1	1	0.873239436619718
296518	1	1	0.8	1	0.867647058823529
2829404	1	1	0.8	0.764705882352941	0.91025641025641
2928009	0	0.0714285714285714	0	0	0.173333333333333
1909088	1	1	1	0.769230769230769	0.88
4998111	0.230769230769231	0	0.1	0.0714285714285714	0.150684931506849
1400590	0	0	0	0	0.120689655172414
3583654	0	0	0.0769230769230769	0	0.146666666666667
6222402	0.727272727272727	0.833333333333333	0.8	0.923076923076923	0.717948717948718
1598368	1	1	1	0.833333333333333	0.871794871794872
4449752	0.333333333333333	0.375	0.153846153846154	0.222222222222222	0.142857142857143
2870406	1	0.8	0.888888888888889	0.916666666666667	0.75
355900	1	0.882352941176471	1	1	0.857142857142857
3925332	0.666666666666667	0.888888888888889	0.9	0.625	0.723076923076923
2918861	0.214285714285714	0.157894736842105	0.416666666666667	0.0714285714285714	0.319444444444444
3840824	0.2	0.05	0	0.25	0.222222222222222
2881045	1	1	1	1	0.883116883116883
273395_1	1	1	1	1	0.896551724137931
273395_2	1	1	1	1	0.896551724137931
2081783_1	1	1	1	0.928571428571429	0.863013698630137
2081783_2	1	1	1	0.928571428571429	0.863013698630137
295429	0.222222222222222	0.3	0.222222222222222	0	0.144927536231884
5500328	1	0.894736842105263	0.923076923076923	0.714285714285714	0.805970149253731
6340416	0	0.0588235294117647	0	0	0.136986301369863
3009215	0.642857142857143	0.80952380952381	0.909090909090909	0.8125	0.736842105263158
302456	0.928571428571429	0.875	1	1	0.876712328767123
3027250	0.941176470588235	0.952380952380952	0.923076923076923	0.666666666666667	0.8375
654889	0.733333333333333	0.733333333333333	1	0.6	0.7
326653	0.352941176470588	0.105263157894737	0.1	0.333333333333333	0.323943661971831
4353760	0.117647058823529	0	0	0.142857142857143	0.184210526315789
5711214	0.9	0.888888888888889	0.636363636363636	0.928571428571429	0.866666666666667
2831104	0.666666666666667	0.75	0.857142857142857	0.666666666666667	0.69811320754717
618801	0	0	0.0714285714285714	0.210526315789474	0.1625
3855256_1	1	1	0.909090909090909	0.9	0.833333333333333
3855256_2	1	1	0.909090909090909	0.9	0.833333333333333
1941603	0	0.117647058823529	0.272727272727273	0	0.176470588235294
2339853	1	1	1	0.823529411764706	0.860759493670886
3381855	0	0.176470588235294	0.333333333333333	0.133333333333333	0.207792207792208
1388254	1	1	1	0.923076923076923	0.871428571428571
5504880	0.764705882352941	0.6875	0.916666666666667	0.636363636363636	0.851351351351351
734153	0.538461538461538	0.823529411764706	0.6875	0.777777777777778	0.753424657534247
664308	0.0769230769230769	0.15	0.166666666666667	0.3	0.279411764705882
2535427	1	1	0.928571428571429	0.823529411764706	0.84
660320	0.4	0.133333333333333	0.25	0.0833333333333333	0.293333333333333
2863776	0.2	0	0.272727272727273	0.285714285714286	0.270833333333333
1494088	0.571428571428571	0.6875	0.818181818181818	0.857142857142857	0.810126582278481
2820278	0	0	0	0.142857142857143	0.126436781609195
4826314	0	0	0	0	0.103896103896104
4694845	0	0	0	0.117647058823529	0.15
5520457	0.1	0.421052631578947	0.333333333333333	0.4375	0.441176470588235
1195905	0.0769230769230769	0.214285714285714	0.333333333333333	0.294117647058824	0.327586206896552
2535685	1	0.857142857142857	0.7	0.75	0.771929824561403
5104758_1	1	0.941176470588235	1	1	0.865671641791045
5104758_2	1	0.941176470588235	1	1	0.865671641791045
462019	0	0	0	0.0769230769230769	0.129032258064516
2846304	0.222222222222222	0.454545454545455	0.230769230769231	0.1	0.306122448979592
694320	0.0769230769230769	0.133333333333333	0.0714285714285714	0.307692307692308	0.205128205128205
1174625	0	0.0526315789473684	0.0833333333333333	0.222222222222222	0.159420289855072
781684	0.5	0.294117647058824	0.428571428571429	0.5	0.439024390243902
3635736	0	0	0	0.142857142857143	0.116883116883117
6599459	1	0.928571428571429	0.909090909090909	0.933333333333333	0.825396825396825
4764924	0	0.3125	0.2	0.25	0.265625
3986220	0.625	0.444444444444444	0.714285714285714	0.625	0.604938271604938
5910452	1	1	1	0.933333333333333	0.879518072289157
2717480	0	0	0	0.153846153846154	0.0975609756097561
4601441	0.6	0.714285714285714	0.888888888888889	0.833333333333333	0.789473684210526
1156328	0	0	0	0	0.0843373493975904
2129255	0.117647058823529	0	0.0909090909090909	0	0.146666666666667
1271210	1	1	1	0.9375	0.894736842105263
1541152	0.666666666666667	0.736842105263158	0.75	0.636363636363636	0.675324675324675
1109334_1	0.888888888888889	0.647058823529412	0.6875	0.666666666666667	0.705128205128205
1109334_2	0.888888888888889	0.647058823529412	0.6875	0.666666666666667	0.705128205128205
6072386	0.846153846153846	0.875	0.846153846153846	0.769230769230769	0.701492537313433
4885468_1	0.764705882352941	0.684210526315789	0.8	0.777777777777778	0.740740740740741
4885468_2	0.764705882352941	0.684210526315789	0.8	0.777777777777778	0.740740740740741
2235748	0.8	0.833333333333333	0.714285714285714	0.611111111111111	0.822784810126582
781818	0.666666666666667	0.785714285714286	0.666666666666667	0.8	0.84
600064	0.153846153846154	0.117647058823529	0.3	0.214285714285714	0.105263157894737
4501256	0.133333333333333	0.0666666666666667	0.0769230769230769	0.0909090909090909	0.215189873417722
5849149	0.117647058823529	0	0.142857142857143	0.0666666666666667	0.1625
3864670	1	0.933333333333333	1	0.9	0.890625
3882041	0.9	1	1	0.857142857142857	0.909090909090909
6418717	1	1	1	0.944444444444444	0.902439024390244
340374	0.666666666666667	0.588235294117647	0.769230769230769	0.714285714285714	0.65625
1627983_1	0	0.111111111111111	0.2	0.166666666666667	0.173333333333333
1627983_2	0	0.111111111111111	0.2	0.166666666666667	0.173333333333333
2676839	0.1	0	0	0.0625	0.1
4951706	1	0.952380952380952	1	0.866666666666667	0.89873417721519
1693624	0	0.142857142857143	0.0909090909090909	0.1	0.15
2993483	0.916666666666667	0.8125	0.866666666666667	1	0.857142857142857
3367392	0.9	0.933333333333333	0.8	1	0.884615384615385
5666320	1	0.944444444444444	0.909090909090909	0.833333333333333	0.903614457831325
1168799	0.0666666666666667	0.0769230769230769	0.0909090909090909	0	0.135135135135135
4751727	0.416666666666667	0.4	0.6	0.571428571428571	0.48
2129725	0.928571428571429	0.833333333333333	0.928571428571429	1	0.923076923076923
6010574	0.8	0.8125	0.666666666666667	0.882352941176471	0.807692307692308
5060727	0.0769230769230769	0.117647058823529	0.1	0.0625	0.175675675675676
5827710	0	0.0555555555555556	0.0833333333333333	0.142857142857143	0.153846153846154
6611086	0.2	0.0555555555555556	0.0625	0.105263157894737	0.155844155844156
3798795	0.666666666666667	0.727272727272727	0.666666666666667	0.6	0.696428571428571
606808	0.916666666666667	0.857142857142857	0.818181818181818	0.769230769230769	0.873239436619718
